no,hvdc_code,mr#,commercial_invoice_no.,invoice_date,po_no.,vendor,category,main_description_(po),sub_description,incoterms,currency,invoice_value__(a),freight__(b),insurance__(c),cif_value__(a+b+c),coe,pol,pod,b/l_no./__awb_no.,vessel_name/__flight_no.,vessel_imo_no.,shipping_line,forwarder,ship__mode,pkg,20dc,40dc,40hq,45hq,20ot(in),20ot(oh),40ot(in),40ot(oh),20fr(in),40fr(in),20fr(fv),40fr(ow),"20fr(ow,oh)","40fr(ow,oh)","40fr(ow,ol)",lcl,qty_of_cntr,g_bulk,o_bulk,h_bulk,gwt__(kg),cbm,r/t__(grand-_total),a_cwt(kg),etd,atd,eta,ata,attestation__date,do_collection,customs__start,customs__close,custom__code,duty_amt__(aed),vat_amt__(aed),shu,mir,das,agi,dsv__indoor,dsv__outdoor,dsv__mzd,jdn__mzd,jdn__waterfront,mosb,aaa_storage,zener_(wh),hauler_dg_storage,vijay_tanks,delivery_date
159,HVDC-ADOPT-HE-0157,E01,PRL-MIR-002-O Lot 10,2024-05-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Bus Bars, Cooling, Channels",DAP,SEK,1637910.0,5085.18,163791.0,1806786.18,SWEDEN,Gothenburg,Khalifa port,GOT36800127,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,5,,,1.0,,,,,,,,,,,,,,1.0,,,,3912.0,18.576,18.576,,2024-05-23,2024-05-23,2024-07-03,2024-07-03,2024-05-28,2024-07-03,2024-07-05,45478.0,47150.0,31585.0,33164.0,,2025-08-08,,,2024-07-10,,,,,,,,,,2024-07-10
160,HVDC-ADOPT-HE-0158,E01,PRL-DAS-005-O1 Lot 2,2024-05-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Wallbushings, Corona Shields",DAP,SEK,2420756.34,73009.5,242075.63,2735841.47,SWEDEN,Gothenburg,Khalifa port,GOT36800120-001,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,6,,,,,,,1.0,,,,,,,,,,1.0,,,,4160.0,31.3,31.3,,2024-05-23,2024-05-23,2024-07-03,2024-07-03,2024-07-08,2024-07-04,2024-07-06,45479.0,47150.0,63776.0,66964.0,,,2025-06-13 00:00:00,,,2024-07-11,,,,2025-06-10,,,,,2024-07-11
161,HVDC-ADOPT-HE-0159,E01,PRL-DAS-005-O2 Lot 2 Spare,2024-05-23 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Wallbushings, Corona Shields Spare",DAP,SEK,806918.78,24336.5,80691.88,911947.16,SWEDEN,Gothenburg,Khalifa port,GOT36800120-002,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,1930.0,14.0,14.0,,2024-05-23,2024-05-23,2024-07-03,2024-07-03,2024-05-28,2024-07-04,2024-07-06,45479.0,47150.0,,,,,2025-06-13 00:00:00,,,2024-07-11,,,,2025-06-10,,,,,2024-07-11
162,HVDC-ADOPT-HE-0153-2,E01,PRL-MIR-002-O Lot 6-2,2024-05-19 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,68623865.64,411667.57,6862386.56,75897919.77,SWEDEN,Gothenburg,Khalifa port,GOT36800147,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,33,,,11.0,,,,,,,,,,,,,,11.0,,,,165000.0,482.724,482.724,,2024-05-19,2024-05-19,2024-07-03,2024-07-03,2024-06-14,2024-07-03,2024-07-05,45478.0,47150.0,1326791.0,1393130.0,,,,,2024-07-09,,,,,,,,,,2024-07-09
163,HVDC-ADOPT-HE-0154-2,E01,PRL-MIR-002-O Lot 7-2,2024-05-19 00:00:00,4572116646,Hitachi,Elec,Main Converter,Side Shields,DAP,SEK,3275820.0,35240.0,327582.0,3638642.0,SWEDEN,Gothenburg,Khalifa port,GOT36800146,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,10,,,5.0,,,,,,,,,,,,,,5.0,,,,10310.0,120.54,120.54,,2024-05-19,2024-05-19,2024-07-03,2024-07-03,2024-06-14,2024-07-04,2024-07-06,45479.0,47150.0,63616.0,66796.0,,2024-07-17,,,,,,,,,,,,,2024-07-17
164,HVDC-ADOPT-HE-0127-2,E01,PRL-DAS-005-O1-2 Lot 1,2024-05-19 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Wallbushings, Corona Shields",DAP,SEK,3631134.51,109514.25,363113.45,4103762.21,SWEDEN,Gothenburg,Khalifa port,GOT36800148,ESTELLE Maersk,,MAERSK,Scan Global Logistics AB,C,9,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,10370.0,75.765,75.765,,2024-05-19,2024-05-19,2024-07-03,2024-07-03,2024-06-18,2024-07-03,2024-07-05,45478.0,47150.0,71739.0,75326.0,,,2025-06-13 00:00:00,,,2024-07-08,,,,2025-06-10,,,,,2024-07-08
165,HVDC-ADOPT-SCT-0003,E08,HVDC-ADOPT-SCT-0003,2024-05-22 00:00:00,5000761114,Dong Yang,Elec,Cathodic Protection,Cathodic Protection Systems (2nd),FOB,USD,61300.84,1475.2,774.56,63550.6,KOREA,Busan Port,Khalifa port,290-700-2405-015,AL NASRIYAH,,,,C,12,,,1.0,,,,,,,,,,,,,,1.0,,,,4105.0,16.982,16.982,,2024-05-22,2024-05-22,2024-07-04,2024-07-04,2024-05-28,2024-07-03,2024-07-04,45477.0,47150.0,7965.0,12068.0,2024-08-07,,2024-07-14 00:00:00,,,2024-07-09,,,,2024-07-09,,,,,2024-07-09
166,HVDC-ADOPT-HE-0143,E01,PRL-SHU-016-O1,2024-05-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,Transformer Units & Accessories,DAP,SEK,121775017.6,6019469.71,12177501.76,139971989.0,SWEDEN,Uddelvalla,Mugharraq,GOT37000110,BBC Austria,,BBC,Scan Global Logistics AB,B,60,,,,,,,,,,,,,,,,,0.0,,,,684952.0,993.8206,993.8206,,2024-05-06,2024-05-06,2024-07-21,2024-07-21,2024-05-20,2024-07-15,2024-07-17,45490.0,47150.0,2498153.0,2623060.0,2024-08-02,,,,2024-07-21,,,,,,,,,,2024-07-21
167,HVDC-ADOPT-HE-0144,E01,PRL-SHU-016-O2,2024-05-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,Transformer Units & Accessories,DAP,SEK,3482156.3,702271.46,348215.63,4532643.39,SWEDEN,Uddelvalla,Mugharraq,GOT37000110,BBC Austria,,BBC,Scan Global Logistics AB,B,7,,,,,,,,,,,,,,,,,0.0,,,,6071.0,62.8269,62.8269,,2024-05-06,2024-05-06,2024-07-21,2024-07-21,2024-05-20,2024-07-15,2024-07-17,45490.0,47150.0,,,2025-01-16,,,,,,,,,,,,,,2025-01-16
168,HVDC-ADOPT-SCT-0004,M01,HVDC-ADOPT-SCT-0004,2024-06-04 00:00:00,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (2nd),FOB,USD,56460.0,3900.0,846.9,61206.9,MALAYSIA,Port Klang,Khalifa port,KUL00001329,TS KEELUNG,,,,C,13,,2.0,,,,,,,,,,,,,,,2.0,,,,7122.0,27.473,27.473,,2024-06-21,2024-06-21,2024-07-19,2024-07-19,2024-07-03,2024-07-23,2024-07-23,45496.0,47150.0,11240.0,11801.0,2024-07-30,,,2024-08-14,,,,,,,,,,,2024-07-30
169,HVDC-ADOPT-SCT-0005,E08,HVDC-ADOPT-SCT-0005,2024-06-01 00:00:00,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (1st),FOB,USD,143228.39,12600.0,1718.74,157547.13,KOREA,Busan Port,Khalifa port,290-700-2405-188,YM WELLHEAD,,,,C,37,,,7.0,,,,,,,,,,,,,,7.0,,,,85147.0,392.111,392.111,,2024-06-01,2024-06-01,2024-07-18,2024-07-18,2024-06-11,2024-07-19,2024-07-19,45492.0,47150.0,28930.0,30376.0,,,2024-08-28 00:00:00,,,,,,,2024-08-26,,,,,2024-08-26
170,HVDC-ADOPT-HE-0160,E01,PRL-ZAK-002-O Lot 1,2024-05-30 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,81100932.12,257008.04,8110093.21,89468033.37,SWEDEN,Gothenburg,Khalifa port,GOT36800128,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,39,,,13.0,,,,,,,,,,,,,,13.0,,,,195000.0,570.482,570.482,,2024-05-30,2024-05-30,2024-07-11,2024-07-11,2024-07-13,2024-07-11,2024-07-12,45485.0,47150.0,1571390.0,1649959.0,,,,,2024-07-17,,,,,,,,,,2024-07-17
171,HVDC-ADOPT-HE-0162,E01,PRL-ZAK-002-O Lot 2,2024-06-06 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,106055065.1,336087.45,10605506.5,116996659.0,SWEDEN,Gothenburg,Khalifa port,GOT36800130,Cap San Tainaro,,MAERSK,Scan Global Logistics AB,C,51,,,17.0,,,,,,,,,,,,,,17.0,,,,255000.0,746.02774,746.02774,,2024-06-06,2024-06-06,2024-07-17,2024-07-17,2024-07-21,2024-07-18,2024-07-19,45492.0,47150.0,2035467.0,2137240.0,,,,,2024-07-27,,,,,,,,,,2024-07-27
172,HVDC-ADOPT-HE-0163,E01,PRL-ZAK-002-O Lot 3,2024-06-06 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Insulators, serpentine, side shields",DAP,SEK,17931200.0,104251.15,1793120.0,19828571.15,SWEDEN,Gothenburg,Khalifa port,GOT36800131,Cap San Tainaro,,MAERSK,Scan Global Logistics AB,C,56,,,8.0,,,,,,,,,,,,,,8.0,,,,26538.0,281.41253,281.41253,,2024-06-06,2024-06-06,2024-07-17,2024-07-17,2024-06-13,2024-07-18,2024-07-19,45492.0,47150.0,344971.0,362219.0,,,,,2024-07-27,2024-07-27,,,,,,,,,2024-07-27
173,HVDC-ADOPT-SEI-0005,E03,HVDC-ADOPT-SEI-0005,2024-06-06 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Fiber Optic Subsea Cable,CIF,EUR,5283300.24,125000.0,63399.6,5471699.84,Norway,Rognan,Mina Zayed,290-700-2405-180,BBC AUSTRIA,,,BIMCO,B,4,,,,,,,,,,,,,,,,,0.0,,,,496254.0,575.348,575.348,,2024-06-06,2024-06-06,2024-07-15,2024-07-15,2024-06-21,2024-07-12,2024-07-12,45485.0,47150.0,113456.0,1100162.0,,,,,,,,2024-07-25,,,,,,,2024-07-25
174,HVDC-ADOPT-HE-0135,E01,PRL-SHU-018-O2 Spare,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer Spare,DAP,EUR,15427.92,385.57,1542.79,17356.28,Austria,Antwerp,Khalifa port,GOT36800143-002,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,3,,,1.0,,,,,,,,,,,,,,1.0,,,,668.0,2.1,2.1,,2024-06-08,2024-06-08,2024-07-11,2024-07-11,2024-06-21,2024-07-11,2024-07-12,45485.0,47150.0,18326.0,19240.0,2024-07-28,,,,,,,,,,,,,,2024-07-28
175,HVDC-ADOPT-HE-0134,E01,PRL-SHU-018-O,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer,DAP,EUR,20570.56,514.1,2057.06,23141.72,Austria,Antwerp,Khalifa port,GOT36800143-001,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0.0,,,,1268.0,3.8,3.8,,2024-06-08,2024-06-08,2024-07-11,2024-07-11,2024-06-21,2024-07-11,2024-07-12,45485.0,47150.0,,,2024-07-28,,,,,,,,,,,,,,2024-07-28
176,HVDC-ADOPT-HE-0138,E01,PRL-CS-013-O1,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer,DAP,EUR,14259.37,321.3,1425.94,16006.61,Austria,Antwerp,Khalifa port,GOT36800145-001,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0.0,,,,1206.0,2.3,2.3,,2024-06-08,2024-06-08,2024-07-11,2024-07-11,2024-06-21,2024-07-11,2024-07-12,45485.0,47150.0,,,,,2025-05-04 00:00:00,,,2024-07-31,,,,,,,,,2024-07-31
177,HVDC-ADOPT-HE-0139,E01,PRL-CS-013-O2 Spare,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer Spare,DAP,EUR,14259.37,321.3,1425.94,16006.61,Austria,Antwerp,Khalifa port,GOT36800145-002,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0.0,,,,500.0,1.3,1.3,,2024-06-08,2024-06-08,2024-07-11,2024-07-11,2024-06-23,2024-07-11,2024-07-12,45485.0,47150.0,,,,,2025-04-21 00:00:00,,,2024-07-31,,,,,,,,,2024-07-31
178,HVDC-ADOPT-HE-0136,E01,PRL-MIR-012-O1,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer,DAP,EUR,8567.65,153.42,856.77,9577.84,Austria,Antwerp,Khalifa port,GOT36800144-001,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,653.0,1.114,1.114,,2024-06-08,2024-06-08,2024-07-11,2024-07-11,2024-06-23,2024-07-11,2024-07-12,45485.0,47150.0,,,,2024-07-23,,,,,,,,,,,,,2024-07-23
179,HVDC-ADOPT-HE-0137,E01,PRL-MIR-012-O2 Spare,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Outdoor Current Transformer Spare,DAP,EUR,8567.65,153.42,856.77,9577.84,Austria,Antwerp,Khalifa port,GOT36800144-002,MARIBO MAERSK,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,190.0,0.488,0.488,,2024-06-08,2024-06-08,2024-07-11,2024-07-11,2024-06-23,2024-07-11,2024-07-12,45485.0,47150.0,,,,2024-07-23,,,,,,,,,,,,,2024-07-23
180,HVDC-ADOPT-SCT-0007,M01,HVDC-ADOPT-SCT-0007,2024-06-18 00:00:00,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (3rd),FOB,USD,52090.0,3800.0,781.35,56671.35,MALAYSIA,Port Klang,Khalifa port,KUL00001327,TS KEELUNG,,Maersk,,C,15,,2.0,,,,,,,,,,,,,,,2.0,,,,9192.0,32.506,32.506,,2024-06-29,2024-06-29,2024-07-19,2024-07-19,2024-07-03,2024-07-23,2024-07-23,45496.0,47150.0,10407.0,10927.0,,2024-07-30,,,,,,,,2024-07-30,,,,,2024-07-30
181,HVDC-ADOPT-SCT-0008,M01,HVDC-ADOPT-SCT-0008,2024-06-04 00:00:00,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (4th),FOB,USD,65400.0,3800.0,981.0,70181.0,MALAYSIA,Port Klang,Khalifa port,KUL00001351,TONSBERG,,,,C,5,,,,,,,,,,,,2.0,,,,,2.0,,,,9300.0,38.779,38.779,,2024-06-28,2024-06-28,2024-07-25,2024-07-25,2024-07-10,2024-07-25,2024-07-26,45499.0,47150.0,12887.0,13531.0,,2024-07-30,,,,,,,,,,,,,2024-07-30
182,HVDC-ADOPT-SEI-0004-1,E03,HVDC-ADOPT-SEI-0004-1,2024-06-19 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,DC400kv Subsea Cable,CIF,JPY,,,,5948455710.0,JAPAN,Hitachi,Mina Zayed,290-700-2406-092-1,UHL Force,,,,B,3,,,,,,,,,,,,,,,,,0.0,,,,5475234.0,4479.9,5475.234,,2024-06-19,2024-06-19,2024-07-10,2024-07-10,2024-07-02,2024-07-05,2024-07-07,45480.0,47150.0,6771426.0,7109996.0,,,,,,,,2024-08-13,,,,,,,2024-08-13
183,HVDC-ADOPT-SEI-0004-2,E03,HVDC-ADOPT-SEI-0004-2,2024-06-19 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Frame & Slope of Static Tank,CIF,JPY,,,,52200000.0,JAPAN,Hitachi,Mina Zayed,290-700-2406-092-2,UHL Force,,,,B,3,,,,,,,,,,,,,,,,,0.0,,,,88155.2,347.3,347.3,,2024-06-19,2024-06-19,2024-07-10,2024-07-10,2024-07-02,2024-07-05,2024-07-07,45480.0,47150.0,59422.0,62393.0,,,,,,,,2024-08-13,,,,,,,2024-08-13
184,HVDC-ADOPT-HE-0161,E01,"PRL-MIR-008-O6, O7",2024-06-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,Transformer Units & Accessories,DAP,SEK,170047939.7,6546958.01,17004793.99,193599691.7,BRAZIL,Itaguai,Mina Zayed,GOT37000016,BBC KIMBERLY,,BBC,Scan Global Logistics AB,B,77,,,,,,,,,,,,,,,,,0.0,,,,822875.0,1136.199,1136.199,,2024-06-13,2024-06-13,2024-07-30,2024-07-30,2024-07-23,2024-07-22,2024-07-23,45496.0,47150.0,3315560.0,3481337.0,,2024-09-08,,,,,,,,,,,,,2024-09-08
185,HVDC-ADOPT-HE-0130,E01,PRL-SHU-017-O1,2024-06-18 00:00:00,4572116646,Hitachi,Elec,Main Converter,"DC Neutral Earthing Resistor,Insulators and Terminals",DAP,EUR,44070.88,2171.06,4407.08,50649.02,GERMANY,Antwerp,Khalifa port,GOT36800110-001,ELLY MAERSK,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,1.0,,,,,,,1.0,,,,1515.0,17.08,17.08,,2024-06-18,2024-06-18,2024-07-23,2024-07-23,2024-07-12,2024-07-23,2024-07-24,45497.0,47150.0,0.0,54721.0,2025-06-30,,,,2024-07-27,,,,,,,,,,2024-07-27
186,HVDC-ADOPT-HE-0131,E01,PRL-SHU-017-O2 Spare,2024-06-18 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Spare DC Neutral Earthing Resistor,Insulators and Terminals",DAP,EUR,44070.88,2171.06,4407.08,50649.02,GERMANY,Antwerp,Khalifa port,GOT36800110-002,ELLY MAERSK,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,1515.0,17.08,17.08,,2024-06-18,2024-06-18,2024-07-23,2024-07-23,2024-07-12,2024-07-23,2024-07-24,45497.0,47150.0,,,2025-06-30,,,,2024-07-27,,,,,,,,,,2024-07-27
187,HVDC-ADOPT-HE-0132,E01,PRL-DAS-014-O1,2024-06-18 00:00:00,4572116646,Hitachi,Elec,Main Converter,"DC Neutral Earthing Resistor,Insulators and Terminals",DAP,EUR,104695.2,396.77,10469.52,115561.49,GERMANY,Antwerp,Khalifa port,GOT36800113-001,ELLY MAERSK,,MAERSK,Scan Global Logistics AB,C,4,,,,,,,,,,1.0,,,,,,,1.0,,,,4030.0,48.8,48.8,,2024-06-18,2024-06-18,2024-07-23,2024-07-23,2024-07-12,2024-07-23,2024-07-24,45497.0,47150.0,,,,,2025-06-13 00:00:00,,2024-07-27,,,,,2025-06-10,,,,,2024-07-27
188,HVDC-ADOPT-HE-0133,E01,PRL-DAS-014-O2 Spare,2024-06-18 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Spare DC Neutral Earthing Resistor,Insulators and Terminals",DAP,EUR,52347.6,198.38,5234.76,57780.74,GERMANY,Antwerp,Khalifa port,GOT36800113-002,ELLY MAERSK,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,2015.0,24.4,24.4,,2024-06-18,2024-06-18,2024-07-23,2024-07-23,2024-07-12,2024-07-23,2024-07-24,45497.0,47150.0,,,,,2025-06-13 00:00:00,,2024-07-27,,,,,2025-06-10,,,,,2024-07-27
189,HVDC-ADOPT-SCT-0006,E08,HVDC-ADOPT-SCT-0006,2024-06-19 00:00:00,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (2nd),FOB,USD,146515.9,14400.0,1758.19,162674.09,KOREA,Busan Port,Khalifa port,290-700-2406-028,HMM DREAM,,HMM,,C,38,1.0,,7.0,,,,,,,,,,,,,,8.0,,,,84803.0,369.364,369.364,,2024-06-19,2024-06-19,2024-07-30,2024-07-30,2024-06-21,2024-07-30,2024-07-30,45503.0,47150.0,29872.0,31365.0,2024-08-12,2024-08-12,,,,,,,,,,,,,2024-08-12
190,HVDC-ADOPT-SEI-0007,E03,HVDC-ADOPT-SEI-0007,2024-07-31 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Repair Joint (2nd),CIP,JPY,,,,74400.0,JAPAN,Osaka,Abu Dhabi Airport,607-3400-0002,EY815,,,,A,9,,,,,,,,,,,,,,,,,0.0,,,,42.0,0.27,0.27,,2024-07-31,2024-07-31,2024-07-31,2024-07-31,2024-07-31,2024-08-01,2024-08-01,45505.0,47150.0,93.0,96.0,,,,,,,,,2024-08-03,,,,,,2024-08-03
191,HVDC-ADOPT-HE-0151,E01,PRL-MIR-013-O3 Spare,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Spare Mobile Arm & Fixed Contact,DAP,EUR,71274.92,4313.62,7127.49,82716.03,Italy,Venezia,Khalifa port,GOT36800122-002,MSC RENEE,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,336.0,1.7,1.7,,2024-06-08,2024-06-08,2024-08-04,2024-08-04,2024-06-14,2024-08-04,2024-08-05,45509.0,47150.0,224791.0,236028.0,,2024-08-22,,,,,,,,,,,,,2024-08-22
192,HVDC-ADOPT-HE-0149,E01,PRL-MIR-013-O1,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,356374.6,21568.0,35637.46,413580.06,Italy,Venezia,Khalifa port,GOT36800122-001,MSC RENEE,,MAERSK,Scan Global Logistics AB,C,10,,,1.0,,,,,,,,,,,,,,1.0,,,,7625.0,25.8,25.8,,2024-06-08,2024-06-08,2024-08-04,2024-08-04,2024-06-14,2024-08-04,2024-08-05,45509.0,47150.0,,,,2024-08-22,,,,,,,,,,,,,2024-08-22
193,HVDC-ADOPT-HE-0150,E01,PRL-MIR-013-O2,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,71274.92,4313.62,7127.49,82716.03,Italy,Venezia,Khalifa port,GOT36800123-001,MSC RENEE,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,1437.0,7.6,7.6,,2024-06-08,2024-06-08,2024-08-04,2024-08-04,2024-06-13,2024-08-04,2024-08-05,45509.0,47150.0,,,,2025-08-08,,,2024-08-06,,,,,,,,,,2024-08-06
194,HVDC-ADOPT-HE-0152,E01,PRL-MIR-013-O4 Spare,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,Spare n°1 OP. MECHANISM,DAP,EUR,71274.92,4313.62,7127.49,82716.03,Italy,Venezia,Khalifa port,GOT36800123-002,MSC RENEE,,MAERSK,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,230.0,1.1,1.1,,2024-06-08,2024-06-08,2024-08-04,2024-08-04,2024-06-14,2024-08-04,2024-08-05,45509.0,47150.0,,,,,,,2024-08-09,,,,,,,,,,2024-08-09
195,HVDC-ADOPT-HE-0148,E01,PRL-CS-015-O2 Spare,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Spare n° 6 Singlepole DSC STA 145 kV, 1 OP. MECHANISM",DAP,EUR,119354.56,10544.0,11935.46,141834.02,Italy,Venezia,Khalifa port,GOT36800121-002,MSC RENEE,,MAERSK,Scan Global Logistics AB,C,8,,,1.0,,,,,,,,,,,,,,1.0,,,,1032.0,4.73,4.73,,2024-06-08,2024-06-08,2024-08-04,2024-08-04,2024-06-14,2024-08-04,2024-08-05,45509.0,47150.0,,,,,2025-06-13 00:00:00,,2024-08-07,2024-08-07,,,,2025-06-10,,,,,2024-08-07
196,HVDC-ADOPT-HE-0147,E01,PRL-CS-015-O1,2024-06-08 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,268547.76,23724.0,26854.78,319126.54,Italy,Venezia,Khalifa port,GOT36800121-001,MSC RENEE,,MAERSK,Scan Global Logistics AB,C,18,,,1.0,,,,,,,,,,,,,,1.0,,,,14307.0,45.9,45.9,,2024-06-08,2024-06-08,2024-08-04,2024-08-04,2024-06-19,2024-08-04,2024-08-05,45509.0,47150.0,,,,,2025-06-13 00:00:00,,2024-08-07,2024-08-07,,,,2025-06-10,,,,,2024-08-07
197,HVDC-ADOPT-HE-0141,E01,PRL-ZAK-002-O Lot 5,2024-06-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Serpentine, insulators, shields, conductors",DAP,SEK,13128200.0,102683.87,1312820.0,14543703.87,SWEDEN,Gothenburg,Khalifa port,GOT36800133,MAERSK HOUSTON,,MAERSK,Scan Global Logistics AB,C,41,,,7.0,,,,,,,,,,,,,,7.0,,,,28480.0,325.275,325.275,,2024-06-13,2024-06-13,2024-08-07,2024-08-07,2024-08-07,2024-08-07,2024-08-07,45511.0,47150.0,252627.0,265258.0,,,,,2024-09-03,2024-09-03,,,,,,,,,2024-09-03
198,HVDC-ADOPT-HE-0140,E01,PRL-ZAK-002-O Lot 4,2024-06-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,Layers,DAP,SEK,99816531.84,316317.6,9981653.18,110114502.6,SWEDEN,Gothenburg,Khalifa port,GOT36800132,MAERSK HOUSTON,,MAERSK,Scan Global Logistics AB,C,48,,,16.0,,,,,,,,,,,,,,16.0,,,,240000.0,702.132,702.132,,2024-06-13,2024-06-13,2024-08-07,2024-08-07,2024-08-07,2024-08-07,2024-08-07,45511.0,47150.0,1912706.0,2008341.0,,,,,2024-08-13,,,,,,,,,,2024-08-13
199,HVDC-ADOPT-HE-0164,E01,PRL-SHU-019-O1,2024-06-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,"Set of frame, poles & T-breaking unit",DAP,SEK,3241269.22,45835.72,324126.92,3611231.86,SWEDEN,Gothenburg,Khalifa port,GOT36800153-001,Maersk Cincinnati,,MAERSK,Scan Global Logistics AB,C,14,,,3.0,,,,,,,,,,,,,,3.0,,,,6940.0,36.529,36.529,,2024-06-13,2024-06-13,2024-08-07,2024-08-07,2024-07-16,2024-08-07,2024-08-07,45511.0,47150.0,181583.0,190660.0,2024-09-01,,,,,,,,,,,,,,2024-09-01
200,HVDC-ADOPT-HE-0168,E01,PRL-SHU-020-O1,2024-06-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,Frame Parts and Poles,DAP,SEK,1828500.0,19809.51,182850.0,2031159.51,SWEDEN,Gothenburg,Khalifa port,GOT36800153-001,Maersk Cincinnati,,MAERSK,Scan Global Logistics AB,C,12,,,,,,,,,,,,,,,,,0.0,,,,6340.0,29.7,29.7,,2024-06-13,2024-06-13,2024-08-07,2024-08-07,2024-07-16,2024-08-07,2024-08-07,45511.0,47150.0,,,2024-08-29,,,,,,,,,,,,,,2024-08-29
201,HVDC-ADOPT-HE-0172,E01,PRL-SHU-021-O1,2024-06-13 00:00:00,4572116646,Hitachi,Elec,Main Converter,Corona Ring,DAP,SEK,20000.0,1250.3,2000.0,23250.3,SWEDEN,Gothenburg,Khalifa port,GOT36800153-001,Maersk Cincinnati,,MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,28.0,0.336,0.336,,2024-06-13,2024-06-13,2024-08-07,2024-08-07,2024-07-16,2024-08-07,2024-08-07,45511.0,47150.0,,,2024-08-29,,,,,,,,,,,,,,2024-08-29
